date,TICKER,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,COMNAM,SHRCD,EXCHCD,SICCD,PRC,VOL,RET,SHROUT,BIDLO,ASKHI,OPENPRC,vwretd,ewretd,sprtrn,TICKER_encoded,SHRCD_encoded,EXCHCD_encoded,SICCD_encoded,market_cap,RET_calc,RET_interp,TB3MS,T10Y2Y,BAA10Y,BM,ME,Size,Momentum,ShortTermReversal,LME,LTurnover,DollarVolume,spread,Volatility,Beta,BetaSquared,r2_1,r12_2,r12_7,r36_13,52_week_high,Rel_to_high,SUV,3_month_high,Rel_to_3month_high,1_month_high,Rel_to_1month_high,Idio_vol
2021-01-31,AXP,18.393,0.271,20.997,27.88,27.88,28.777,28.777,2.305,17.702,0.479,0.083,0.16,0.125,0.16,0.109,0.118,0.034,0.154,0.063,0.198,0.15,0.055,0.154,0.245,0.211,0.034,0.315,0.685,0.789,0.685,0.013,0.012,0.252,0.089,0.2785,0.287,8.398,0.132,0.28,0.281,0.827,0.622,0.078,0.721,34.89,2.174,0.886,0.868,7.738,6.322,7.959,0.426,1.094,1.2847499999999998,150.15,7.331,0.214,0.334,0.387,0.588,1.867,6.897,0.0,0.0,0.126,-0.01,4.28,3.137,0.0148,AMERICAN EXPRESS CO,11,1,6029,116.26,5059268.0,-0.022779,805000.0,115.81,118.39,117.74,-0.017643,-0.012198,-0.019312,5.0,0.0,0.0,24.0,93589300.0,-0.02277885181138095,-0.022779,0.08,0.9500000000000001,2.1626315789473685,0.271,93589300.0,18.354426618673905,-0.14393331694467648,0.012392,97356973.82,0.05196615919219006,588190497.6800001,0.0220324508966695,0.019256421780798217,1.1833625638942684,1.4003469576264165,0.012392,-0.151185,-0.165169,-0.084971,129.87,0.8952028952028952,0.5349571443270893,129.87,0.8952028952028952,129.87,0.8952028952028952,0.011734439682831856
2021-02-28,AXP,21.829,0.22,22.384,34.771,34.771,35.878,35.878,2.854,19.489,0.458,0.082,0.169,0.129,0.169,0.113,0.123,0.033,0.146,0.063,0.27,0.133,0.055,0.136,0.245,0.211,0.034,0.416,0.584,0.832,0.567,0.014,0.009,0.313,0.089,0.2785,0.24,7.097,0.298,0.28,0.191,0.827,0.622,0.033,0.735,33.576,1.507,0.88,0.852,6.849,7.171,9.703,0.426,1.094,1.2847499999999998,221.629,7.331,0.196,0.29,0.352,0.692,1.661,6.897,0.0,0.0,0.15,-0.013,5.096,0.94,0.0127,AMERICAN EXPRESS CO,11,1,6029,135.25999,3654873.0,-0.013277,805589.0,133.78999,138.25,137.10001,-0.003846,-0.007921,-0.00475,5.0,0.0,0.0,24.0,108963960.08410999,-0.013276991537788385,-0.013277,0.04,1.1426315789473684,2.1631578947368424,0.22,108963960.08410999,18.506527744089304,-0.14151657815837704,-0.022779,93589300.0,0.039052252768211754,494358085.43126994,0.03278937041572463,0.01917560596798635,1.2259465612489233,1.50294497103806,-0.022779,-0.148434,-0.148904,-0.089714,135.25999,1.0,-0.11995804114085107,135.25999,1.0,135.25999,1.0,0.011734439682831856
2021-03-31,AXP,22.765,0.22,22.384,36.36,36.36,37.517,37.517,2.976,20.325,0.458,0.082,0.169,0.129,0.169,0.113,0.123,0.033,0.146,0.063,0.27,0.133,0.055,0.136,0.245,0.211,0.034,0.416,0.584,0.832,0.567,0.014,0.009,0.313,0.089,0.2785,0.24,7.097,0.298,0.28,0.191,0.827,0.622,0.033,0.735,33.576,1.507,0.88,0.852,6.849,7.171,9.703,0.426,1.094,1.2847499999999998,221.629,7.331,0.196,0.29,0.352,0.692,1.661,6.897,0.0,0.0,0.15,-0.013,5.314,0.983,0.012199999999999999,AMERICAN EXPRESS CO,11,1,6029,141.44,2957303.0,-0.01129,803421.0,141.35001,143.25999,142.98,0.005605,0.009508,0.003623,5.0,0.0,0.0,24.0,113635866.24,-0.014286778570856695,-0.011290,0.03,1.463913043478261,2.1317391304347826,0.22,113635866.24,18.54850973836467,-0.10680527105799509,-0.013277,108963960.08410999,0.027140193855998244,418280936.32,0.013421735005797337,0.019146385133326976,1.2238799235219926,1.4978820672001985,-0.013277,-0.11008800000000002,-0.07170599999999999,-0.152941,141.44,1.0,-0.5471933294310919,141.44,1.0,141.44,1.0,0.011734439682831856
2021-04-30,AXP,24.678,0.22,22.384,39.422,39.422,40.676,40.676,3.226,22.033,0.458,0.082,0.169,0.129,0.169,0.113,0.123,0.033,0.146,0.063,0.27,0.133,0.055,0.136,0.245,0.211,0.034,0.416,0.584,0.832,0.567,0.014,0.009,0.313,0.089,0.2785,0.24,7.097,0.298,0.28,0.191,0.827,0.622,0.033,0.735,33.576,1.507,0.88,0.852,6.849,7.171,9.703,0.426,1.094,1.2847499999999998,221.629,7.331,0.196,0.29,0.352,0.692,1.661,6.897,0.0,0.0,0.15,-0.013,5.761,1.066,0.011200000000000002,AMERICAN EXPRESS CO,11,1,6141,153.35001,2712846.0,-0.008278,803303.0,152.48,154.03999,153.60001,-0.008008,-0.00826,-0.007195,5.0,0.0,0.0,26.0,123186523.08303,-0.008277759813748897,-0.008278,0.02,1.471818181818182,1.9723809523809526,0.22,123186523.08303,18.629210212520288,-0.06975778761505469,-0.011290,113635866.24,0.0238731492948753,416014961.22846,0.010178716239681458,0.01905627138268466,1.2205181596917785,1.4896645781374056,-0.011290,-0.070712,-0.019172999999999996,-0.194973,153.35001,1.0,-0.7488929333459942,153.35001,1.0,153.35001,1.0,0.011734439682831856
2021-05-31,AXP,25.814,0.215,16.45,25.458,25.498,26.294,26.294,3.516,12.749,0.309,0.137,0.23,0.186,0.23,0.187,0.181,0.045,0.23,0.095,0.27,0.227,0.081,0.23,0.245,0.211,0.044,0.35,0.65,0.722,0.65,0.009,0.008,0.318,0.089,0.2785,0.245,5.528,0.1,0.28,0.251,0.827,0.622,0.033,0.855,34.142,1.857,0.881,0.861,7.414,14.897,18.892,0.426,1.094,1.2847499999999998,221.629,7.331,0.192,0.327,0.301,0.567,1.619,6.897,0.0,0.0,0.15,-0.027,5.261,0.746,0.010700000000000001,AMERICAN EXPRESS CO,11,1,6141,160.13,2437025.0,0.002441,803303.0,158.86,160.63499,160.25999,0.001006,0.001001,0.000769,5.0,0.0,0.0,26.0,128632909.39,0.002441404629935695,0.002441,0.02,1.466,1.9989999999999999,0.215,128632909.39,18.672473242084113,-0.04844347096586854,-0.008278,123186523.08303,0.01978321117446752,390240813.25,0.01111122274562098,0.019221153441688857,1.2238704482179352,1.4978588740211696,-0.008278,-0.048498000000000006,-0.005265999999999996,-0.218495,160.13,1.0,-0.9802549676202754,160.13,1.0,160.13,1.0,0.011734439682831856
2021-06-30,AXP,26.636,0.215,16.45,26.269,26.311,27.131,27.131,3.628,13.155,0.309,0.137,0.23,0.186,0.23,0.187,0.181,0.045,0.23,0.095,0.27,0.227,0.081,0.23,0.245,0.211,0.044,0.35,0.65,0.722,0.65,0.009,0.008,0.318,0.089,0.2785,0.245,5.528,0.1,0.28,0.251,0.827,0.622,0.033,0.855,34.142,1.857,0.881,0.861,7.414,14.897,18.892,0.426,1.094,1.2847499999999998,221.629,7.331,0.192,0.327,0.301,0.567,1.619,6.897,0.0,0.0,0.15,-0.027,5.429,0.77,0.0104,AMERICAN EXPRESS CO,11,1,6141,165.23,2331836.0,0.005966,803303.0,163.7,166.16,163.7,0.00036,0.000284,0.001328,5.0,0.0,0.0,26.0,132729754.69,0.005966514459665007,0.005966,0.04,1.3163636363636364,1.9259090909090908,0.215,132729754.69,18.703825699412626,-0.05293391489474364,0.002441,128632909.39,0.018127833779535724,385289262.28,0.01491541866246291,0.019603509091352417,1.20221258797085,1.445315106675569,0.002441,-0.05325100000000001,-6.799999999999515e-05,-0.221923,165.23,1.0,-1.0567791884942703,165.23,1.0,165.23,1.0,0.011734439682831856
2021-07-31,AXP,27.187,0.215,16.45,27.111,27.154,28.002,28.002,3.703,13.427,0.309,0.137,0.23,0.186,0.23,0.187,0.181,0.045,0.23,0.095,0.27,0.227,0.081,0.23,0.245,0.211,0.044,0.35,0.65,0.722,0.65,0.009,0.008,0.318,0.089,0.2785,0.245,5.528,0.1,0.28,0.251,0.827,0.622,0.033,0.855,34.142,1.857,0.881,0.861,7.414,14.897,18.892,0.426,1.094,1.2847499999999998,221.629,7.331,0.192,0.327,0.301,0.567,1.619,6.897,0.0,0.0,0.15,-0.027,5.541,0.795,0.0101,AMERICAN EXPRESS CO,11,1,6141,170.53,3442209.0,-0.008258,794433.0,169.815,173.24001,172.32001,-0.005629,-0.005072,-0.005406,5.0,0.0,0.0,26.0,135474659.49,-0.008258214597266611,-0.008258,0.05,1.099047619047619,1.926190476190476,0.215,135474659.49,18.724295165960626,-0.03370534615517806,0.005966,132729754.69,0.025933966411973937,586999900.77,0.019967701389931685,0.019492164272572384,1.2016756488173566,1.4440243649606148,0.005966,-0.03323300000000001,-0.008794999999999997,-0.222787,170.53,1.0,-0.3227184100479877,170.53,1.0,170.53,1.0,0.011734439682831856
2021-08-31,AXP,26.082,0.194,14.246,18.838,18.859,19.298,19.298,3.386,11.83,0.218,0.18,0.27,0.227,0.27,0.235,0.223,0.055,0.311,0.128,0.27,0.308,0.113,0.311,0.245,0.211,0.055,0.378,0.622,0.698,0.622,0.008,0.007,0.304,0.089,0.2785,0.231,4.17,0.108,0.28,0.236,0.827,0.622,0.033,0.871,33.724,1.649,0.875,0.854,6.999,24.898,30.071,0.426,1.094,1.2847499999999998,221.629,7.331,0.205,0.336,0.301,0.62,1.642,6.897,0.0,0.0,0.15,-0.022,5.162,0.383,0.0104,AMERICAN EXPRESS CO,11,1,6141,165.96001,3536411.0,0.01035,794433.0,163.71809,166.42999,164.10001,-0.001063,0.004912,-0.001349,5.0,0.0,0.0,26.0,131844108.62433001,0.010349568388504204,0.010350,0.05,1.0659090909090911,1.9563636363636363,0.194,131844108.62433001,18.697130787355952,-0.03272318774104965,-0.008258,135474659.49,0.026103855978032837,586902804.92411,0.016428385711042236,0.01989838183211997,1.202657294931478,1.4463845690519,-0.008258,-0.032226000000000005,-0.012806999999999997,-0.229699,170.53,0.9732012549111594,-0.32026524424899994,170.53,0.9732012549111594,170.53,0.9732012549111594,0.011734439682831856
2021-09-30,AXP,26.329,0.194,14.246,19.016,19.038,19.48,19.48,3.418,11.942,0.218,0.18,0.27,0.227,0.27,0.235,0.223,0.055,0.311,0.128,0.27,0.308,0.113,0.311,0.245,0.211,0.055,0.378,0.622,0.698,0.622,0.008,0.007,0.304,0.089,0.2785,0.231,4.17,0.108,0.28,0.236,0.827,0.622,0.033,0.871,33.724,1.649,0.875,0.854,6.999,24.898,30.071,0.426,1.094,1.2847499999999998,221.629,7.331,0.205,0.336,0.301,0.62,1.642,6.897,0.0,0.0,0.15,-0.022,5.211,0.387,0.0103,AMERICAN EXPRESS CO,11,1,6141,167.53,3091993.0,-0.023376,794433.0,167.41,172.36,172.17999,-0.0095,-0.002315,-0.01191,5.0,0.0,0.0,26.0,133091360.49,-0.02337641502718979,-0.023376,0.04,1.1338095238095238,1.8552380952380954,0.194,133091360.49,18.706546371341243,-0.047082731866678995,0.010350,131844108.62433001,0.02345188596033646,518001587.29,0.029137357624275346,0.01983633497318547,1.2091427639423957,1.462026223594256,0.010350,-0.04745100000000001,-0.049672,-0.19151400000000002,170.53,0.9824077874860728,-0.6074239054106433,170.53,0.9824077874860728,170.53,0.9824077874860728,0.011734439682831856
2021-10-31,AXP,26.628,0.194,14.246,19.725,19.748,20.207,20.207,3.457,12.077,0.218,0.18,0.27,0.227,0.27,0.235,0.223,0.055,0.311,0.128,0.27,0.308,0.113,0.311,0.245,0.211,0.055,0.378,0.622,0.698,0.622,0.008,0.007,0.304,0.089,0.2785,0.231,4.17,0.108,0.28,0.236,0.827,0.622,0.033,0.871,33.724,1.649,0.875,0.854,6.999,24.898,30.071,0.426,1.094,1.2847499999999998,221.629,7.331,0.205,0.336,0.301,0.62,1.642,6.897,0.0,0.0,0.15,-0.022,5.27,0.401,0.009899999999999999,AMERICAN EXPRESS CO,11,1,6141,173.78,3455385.0,-0.004753,774556.0,173.03999,176.67,175.63,0.000973,-0.001533,0.001949,5.0,0.0,0.0,26.0,134602341.68,-0.004753450546933213,-0.004753,0.05,1.19,1.7705000000000002,0.194,134602341.68,18.71783537234898,-0.0710923964224427,-0.023376,133091360.49,0.025962504157132162,600476805.3,0.0207601161179296,0.01957682712175962,1.2054351050345304,1.4530737924496095,-0.023376,-0.07269400000000001,-0.059817,-0.196015,173.78,1.0,-0.2641156855474434,173.78,1.0,173.78,1.0,0.011734439682831856
2021-11-30,AXP,22.814,0.187,13.866,15.557,15.573,15.898,15.898,2.88,8.98,0.198,0.19,0.281,0.239,0.281,0.25,0.231,0.061,0.328,0.145,0.27,0.325,0.128,0.328,0.245,0.211,0.061,0.4,0.6,0.68,0.6,0.007,0.006,0.29,0.089,0.2785,0.219,3.593,0.117,0.28,0.222,0.827,0.622,0.033,0.882,33.231,1.5,0.871,0.848,6.759,31.747,38.775,0.426,1.094,1.2847499999999998,221.629,7.331,0.217,0.341,0.311,0.673,1.682,6.897,0.0,0.0,0.15,-0.028,4.829,0.259,0.0113,AMERICAN EXPRESS CO,11,1,6141,152.3,7444938.0,-0.035221,774556.0,151.7,155.87,155.09,-0.01913,-0.013911,-0.018961,5.0,0.0,0.0,26.0,117964878.80000001,-0.035221081971367085,-0.035221,0.05,1.0515,1.7235,0.187,117964878.80000001,18.585897500839035,-0.0599162045141135,-0.004753,134602341.68,0.05531061278041801,1133864057.4,0.027115778521962584,0.018020711792341375,1.2534663495615632,1.571177889483191,-0.004753,-0.060862000000000006,-0.04079100000000001,-0.221225,173.78,0.8763954425135229,1.7143682054964442,173.78,0.8763954425135229,173.78,0.8763954425135229,0.011734439682831856
2021-12-31,AXP,24.507,0.187,13.866,16.711,16.728,17.077,17.077,3.093,9.646,0.198,0.19,0.281,0.239,0.281,0.25,0.231,0.061,0.328,0.145,0.27,0.325,0.128,0.328,0.245,0.211,0.061,0.4,0.6,0.68,0.6,0.007,0.006,0.29,0.089,0.2785,0.219,3.593,0.117,0.28,0.222,0.827,0.622,0.033,0.882,33.231,1.5,0.871,0.848,6.759,31.747,38.775,0.426,1.094,1.2847499999999998,221.629,7.331,0.217,0.341,0.311,0.673,1.682,6.897,0.0,0.0,0.15,-0.028,5.188,0.278,0.0105,AMERICAN EXPRESS CO,11,1,6141,163.60001,1743680.0,-0.003411,774556.0,163.25,165.17,164.10001,-0.002389,-0.00077,-0.002626,5.0,0.0,0.0,26.0,126717369.34556,-0.003411245126705653,-0.003411,0.06,0.785,1.8338095238095238,0.187,126717369.34556,18.65746972623126,-0.10412853506835484,-0.035221,117964878.80000001,0.014781348633064503,285266065.4368,0.0116923451677729,0.01515802976156966,1.2634906332459426,1.596408580300233,-0.035221,-0.10847500000000002,-0.04721700000000001,-0.218365,173.78,0.9414202439866498,-1.8041087554670039,173.78,0.9414202439866498,173.78,0.9414202439866498,0.011734439682831856
2022-01-31,AXP,26.937,0.187,13.866,18.368,18.387,18.77,18.77,3.4,10.602,0.198,0.19,0.281,0.239,0.281,0.25,0.231,0.061,0.328,0.145,0.27,0.325,0.128,0.328,0.245,0.211,0.061,0.4,0.6,0.68,0.6,0.007,0.006,0.29,0.089,0.2785,0.219,3.593,0.117,0.28,0.222,0.827,0.622,0.033,0.882,33.231,1.5,0.871,0.848,6.759,31.747,38.775,0.426,1.094,1.2847499999999998,221.629,7.331,0.217,0.341,0.311,0.673,1.682,6.897,0.0,0.0,0.15,-0.028,5.702,0.306,0.00957,AMERICAN EXPRESS CO,11,1,6141,179.82001,5524258.0,0.015588,774556.0,175.22,180.13,175.91,0.022431,0.030493,0.018886,5.0,0.0,0.0,26.0,139280667.66556,0.01558799277081202,0.015588,0.15,0.7835,1.8210000000000002,0.187,139280667.66556,18.75200164710571,-0.08637283954728425,-0.003411,126717369.34556,0.043595112718409365,993372128.80258,0.027634726326157287,0.014860488117647307,1.243524762052834,1.5463538338385574,-0.003411,-0.089107,-0.032696,-0.241436,179.82001,1.0,1.1859422994866993,179.82001,1.0,179.82001,1.0,0.011734439682831856
2022-02-28,AXP,26.751,0.165,14.23,19.28,19.3,19.415,19.415,3.383,10.087,0.172,0.185,0.271,0.232,0.271,0.245,0.223,0.062,0.384,0.152,0.246,0.354,0.15,0.357,0.245,0.211,0.063,0.464,0.536,0.88,0.519,0.007,0.005,0.141,0.089,0.2785,0.223,3.558,0.391,0.28,0.154,0.827,0.622,0.088,0.888,33.354,1.245,0.882,0.851,6.997,39.565,48.426,0.426,1.094,1.2847499999999998,9.697,7.331,0.23,0.334,0.337,0.914,1.969,6.897,0.0,0.0,0.143,-0.035,7.179,0.511,0.00884,AMERICAN EXPRESS CO,11,1,6141,194.53999,5787757.0,0.004285,759355.0,189.23,195.13,189.63,-0.000365,0.002819,-0.002443,5.0,0.0,0.0,26.0,147724914.10645,0.004284652094127539,0.004285,0.33,0.49894736842105264,2.033684210526316,0.165,147724914.10645,18.810862413753636,-0.0596461411866831,0.015588,139280667.66556,0.04155463279295538,1125950188.9024298,0.030700385055676998,0.014754289964813266,1.2414718456282534,1.541252343487622,0.015588,-0.06024200000000001,-0.009069,-0.257692,194.53999,1.0,1.2289587385150897,194.53999,1.0,194.53999,1.0,0.011734439682831856
2022-03-31,AXP,25.644,0.165,14.23,18.533,18.552,18.663,18.663,3.243,9.67,0.172,0.185,0.271,0.232,0.271,0.245,0.223,0.062,0.384,0.152,0.246,0.354,0.15,0.357,0.245,0.211,0.063,0.464,0.536,0.88,0.519,0.007,0.005,0.141,0.089,0.2785,0.223,3.558,0.391,0.28,0.154,0.827,0.622,0.088,0.888,33.354,1.245,0.882,0.851,6.997,39.565,48.426,0.426,1.094,1.2847499999999998,9.697,7.331,0.23,0.334,0.337,0.914,1.969,6.897,0.0,0.0,0.143,-0.035,6.882,0.491,0.0092,AMERICAN EXPRESS CO,11,1,6141,187.0,3801799.0,-0.014545,757289.0,186.94,191.1087,189.53,-0.014539,-0.009262,-0.015653,5.0,0.0,0.0,26.0,141613043.0,-0.014544636095311758,-0.014545,0.44,0.21826086956521737,2.166086956521739,0.165,141613043.0,18.768608846563804,-0.04483288820955389,0.004285,147724914.10645,0.025735665666120736,710936413.0,0.022053772437254784,0.014771307447031787,1.2121290605445858,1.4692568594167001,0.004285,-0.04466700000000001,-0.021155,-0.27026500000000003,194.53999,0.9612419533896348,0.15591065769340698,194.53999,0.9612419533896348,194.53999,0.9612419533896348,0.011734439682831856
2022-04-30,AXP,23.825,0.165,14.23,17.315,17.332,17.436,17.436,3.013,8.984,0.172,0.185,0.271,0.232,0.271,0.245,0.223,0.062,0.384,0.152,0.246,0.354,0.15,0.357,0.245,0.211,0.063,0.464,0.536,0.88,0.519,0.007,0.005,0.141,0.089,0.2785,0.223,3.558,0.391,0.28,0.154,0.827,0.622,0.088,0.888,33.354,1.245,0.882,0.851,6.997,39.565,48.426,0.426,1.094,1.2847499999999998,9.697,7.331,0.23,0.334,0.337,0.914,1.969,6.897,0.0,0.0,0.143,-0.035,6.394,0.459,0.011899999999999999,AMERICAN EXPRESS CO,11,1,6141,174.71001,3210677.0,-0.039949,753060.0,174.33,182.30499,180.09,-0.033543,-0.017716,-0.036285,5.0,0.0,0.0,26.0,131567120.1306,-0.03994939004286169,-0.039949,0.76,0.20950000000000002,1.9114999999999998,0.165,131567120.1306,18.695027698606605,-0.05086888649293431,-0.014545,141613043.0,0.022672184228115202,560937410.77677,0.0447235421291668,0.01674042046852939,1.1602643717718997,1.346213412403241,-0.014545,-0.05093400000000001,-0.01763,-0.28256800000000004,194.53999,0.8980673330969124,-0.23499356054027104,194.53999,0.8980673330969124,194.53999,0.8980673330969124,0.011734439682831856
2022-05-31,AXP,23.362,0.159,14.442,16.899,16.933,16.916,16.916,2.746,7.826,0.193,0.171,0.257,0.221,0.257,0.225,0.207,0.063,0.328,0.158,0.246,0.325,0.137,0.328,0.245,0.211,0.063,0.41,0.59,0.688,0.59,0.005,0.005,0.198,0.089,0.2785,0.21,3.334,0.143,0.28,0.205,0.827,0.622,0.088,0.891,33.247,1.437,0.875,0.851,6.994,44.065,55.489,0.426,1.094,1.2847499999999998,54.398,7.331,0.245,0.342,0.361,0.804,1.959,6.897,0.0,0.0,0.143,-0.044,5.68,1.258,0.0123,AMERICAN EXPRESS CO,11,1,6141,168.82001,4123507.0,-0.004599,753060.0,167.03999,170.78,167.94,-0.006957,-0.004159,-0.006274,5.0,0.0,0.0,26.0,127131596.7306,-0.004599056332602824,-0.004599,0.98,0.2814285714285714,2.218571428571429,0.159,127131596.7306,18.660733302672806,-0.09100458315893689,-0.039949,131567120.1306,0.031341470390982215,696130492.97507,0.022142028954532933,0.01499863124421692,1.154199653642,1.3321768404673129,-0.039949,-0.093324,-0.055292,-0.26273799999999997,194.53999,0.8677907817307897,0.4546240003273782,194.53999,0.8677907817307897,194.53999,0.8677907817307897,0.011734439682831856
2022-06-30,AXP,19.183,0.159,14.442,13.876,13.904,13.89,13.89,2.255,6.426,0.193,0.171,0.257,0.221,0.257,0.225,0.207,0.063,0.328,0.158,0.246,0.325,0.137,0.328,0.245,0.211,0.063,0.41,0.59,0.688,0.59,0.005,0.005,0.198,0.089,0.2785,0.21,3.334,0.143,0.28,0.205,0.827,0.622,0.088,0.891,33.247,1.437,0.875,0.851,6.994,44.065,55.489,0.426,1.094,1.2847499999999998,54.398,7.331,0.245,0.342,0.361,0.804,1.959,6.897,0.0,0.0,0.143,-0.044,4.664,1.033,0.015,AMERICAN EXPRESS CO,11,1,6141,138.62,4123483.0,-0.002366,753060.0,134.3,139.87,136.7,-0.008945,-0.006289,-0.008759,5.0,0.0,0.0,26.0,104389177.2,-0.006094500609450049,-0.002366,1.49,0.14523809523809525,2.124285714285714,0.159,104389177.2,18.463636561372386,-0.10055116483160365,-0.004599,127131596.7306,0.032434761349988586,571597213.46,0.0406317248422511,0.014886391580992068,1.133981387069238,1.2859137862194727,-0.004599,-0.10388900000000001,-0.064669,-0.252738,194.53999,0.7125527250207014,0.4791652029582348,194.53999,0.7125527250207014,194.53999,0.7125527250207014,0.011734439682831856
2022-07-31,AXP,21.22,0.159,14.442,15.417,15.448,15.433,15.433,2.494,7.108,0.193,0.171,0.257,0.221,0.257,0.225,0.207,0.063,0.328,0.158,0.246,0.325,0.137,0.328,0.245,0.211,0.063,0.41,0.59,0.688,0.59,0.005,0.005,0.198,0.089,0.2785,0.21,3.334,0.143,0.28,0.205,0.827,0.622,0.088,0.891,33.247,1.437,0.875,0.851,6.994,44.065,55.489,0.426,1.094,1.2847499999999998,54.398,7.331,0.245,0.342,0.361,0.804,1.959,6.897,0.0,0.0,0.143,-0.044,5.159,1.148,0.013500000000000002,AMERICAN EXPRESS CO,11,1,6141,154.02,3198134.0,0.012357,749748.0,151.28999,154.38,152.37,0.013414,0.005708,0.014208,5.0,0.0,0.0,26.0,115476186.96000001,0.012357039568818395,0.012357,2.23,-0.13999999999999999,2.3175,0.159,115476186.96000001,18.56457489316295,-0.09520748417997016,-0.002366,104389177.2,0.030636643431652604,492576598.68,0.020217948121109348,0.0153940414490221,1.1327655372566403,1.283157762396325,-0.002366,-0.097997,-0.040823,-0.244391,194.53999,0.7917138270645537,-0.1940047035409088,194.53999,0.7917138270645537,194.53999,0.7917138270645537,0.011734439682831856
2022-08-31,AXP,20.369,0.223,14.059,15.59,15.606,15.59,15.59,2.299,6.58,0.207,0.154,0.237,0.204,0.237,0.202,0.187,0.062,0.322,0.16,0.246,0.319,0.136,0.322,0.245,0.211,0.061,0.399,0.601,0.7,0.601,0.007,0.006,0.172,0.089,0.2785,0.209,3.435,0.141,0.28,0.204,0.827,0.622,0.088,0.891,33.94,1.506,0.881,0.858,7.393,34.515,44.551,0.426,1.094,1.2847499999999998,99.769,7.331,0.256,0.347,0.383,0.858,2.15,6.897,0.0,0.0,0.143,-0.051,4.905,0.908,0.0137,AMERICAN EXPRESS CO,11,1,6141,152.0,3271569.0,-0.017199,749748.0,151.84,156.37,155.56,-0.007189,-0.002479,-0.007817,5.0,0.0,0.0,26.0,113961696.0,-0.017199017199017175,-0.017199,2.63,-0.3521739130434782,2.254782608695652,0.223,113961696.0,18.551372949898123,-0.09341016782499367,0.012357,115476186.96000001,0.028331113852358532,497278488.0,0.029395542000584023,0.014903394304654222,1.1342329965753968,1.286484490520404,0.012357,-0.09598999999999999,-0.046888000000000006,-0.23097700000000002,194.53999,0.781330357835425,-0.240236370293103,194.53999,0.781330357835425,194.53999,0.781330357835425,0.011734439682831856
2022-09-30,AXP,18.079,0.223,14.059,13.837,13.851,13.837,13.837,2.041,5.84,0.207,0.154,0.237,0.204,0.237,0.202,0.187,0.062,0.322,0.16,0.246,0.319,0.136,0.322,0.245,0.211,0.061,0.399,0.601,0.7,0.601,0.007,0.006,0.172,0.089,0.2785,0.209,3.435,0.141,0.28,0.204,0.827,0.622,0.088,0.891,33.94,1.506,0.881,0.858,7.393,34.515,44.551,0.426,1.094,1.2847499999999998,99.769,7.331,0.256,0.347,0.383,0.858,2.15,6.897,0.0,0.0,0.143,-0.051,4.353,0.806,0.0154,AMERICAN EXPRESS CO,11,1,6141,134.91,3717212.0,-0.020901,749748.0,134.61501,138.67,137.39999,-0.012297,-0.004068,-0.015067,5.0,0.0,0.0,26.0,101148502.67999999,-0.020901300595202787,-0.020901,3.13,-0.3376190476190476,2.1747619047619047,0.223,101148502.67999999,18.43210031850257,-0.08767612340938946,-0.017199,113961696.0,0.03261808248273174,501489070.92,0.029675905019451856,0.014810444499530869,1.1301234214383793,1.2771789476835886,-0.017199,-0.089813,-0.03805700000000001,-0.251739,194.53999,0.6934820958919552,0.1924420720459,194.53999,0.6934820958919552,194.53999,0.6934820958919552,0.011734439682831856
2022-10-31,AXP,19.826,0.223,14.059,15.226,15.241,15.226,15.226,2.238,6.405,0.207,0.154,0.237,0.204,0.237,0.202,0.187,0.062,0.322,0.16,0.246,0.319,0.136,0.322,0.245,0.211,0.061,0.399,0.601,0.7,0.601,0.007,0.006,0.172,0.089,0.2785,0.209,3.435,0.141,0.28,0.204,0.827,0.622,0.088,0.891,33.94,1.506,0.881,0.858,7.393,34.515,44.551,0.426,1.094,1.2847499999999998,99.769,7.331,0.256,0.347,0.383,0.858,2.15,6.897,0.0,0.0,0.143,-0.051,4.774,0.887,0.013999999999999999,AMERICAN EXPRESS CO,11,1,6141,148.45,3043149.0,-0.013228,747233.0,148.32001,150.3,150.0,-0.005972,-0.002005,-0.007454,5.0,0.0,0.0,26.0,110926738.85,-0.01322786492954009,-0.013228,3.72,-0.3915,2.277,0.223,110926738.85,18.524380531013527,-0.1024786859483221,-0.020901,101148502.67999999,0.030085952034579345,451755469.04999995,0.013260933183948491,0.014809498606513177,1.126392709320806,1.2687605356110656,-0.020901,-0.105961,-0.07325300000000001,-0.249801,194.53999,0.7630821817149266,-0.3934072052463559,194.53999,0.7630821817149266,194.53999,0.7630821817149266,0.011734439682831856
